"Condition","day","phase","hour","id","Trial","n","mean_Temp","sd_Temp","se_Temp"
"KO","Morphine Day 6","light",5,1110163,6,60,34.1768333333333,0.404489599567395,0.0522193827612876
"KO","Morphine Day 6","light",5,1110165,6,60,33.5683333333333,0.11676670448735,0.0150745167290343
"KO","Morphine Day 6","light",5,1110169,6,60,33.5735,0.322615502900689,0.0416494823320899
"KO","Morphine Day 6","light",6,53375,6,60,33.6301666666667,0.37312465162425,0.0481701853933387
"KO","Morphine Day 6","light",6,1011099,7,60,33.6793333333333,0.268055563849614,0.0346058244882598
"KO","Morphine Day 6","light",6,1071184,6,60,33.6458333333333,0.307589268655605,0.0397096038325093
"KO","Morphine Day 6","light",6,1105705,6,60,34.0595,0.137365342383498,0.0177337894465789
"KO","Morphine Day 6","light",6,1110163,6,60,33.8066666666667,0.0539826295560465,0.00696912750850174
"KO","Morphine Day 6","light",6,1110165,6,60,33.9028333333333,0.381340595422929,0.0492308591768608
"KO","Morphine Day 6","light",6,1110169,6,60,33.7075,0.462702543831128,0.0597346415501922
"KO","Morphine Day 6","light",7,53375,6,60,33.9606666666667,0.392069116471057,0.0506159052884887
"KO","Morphine Day 6","light",7,1011099,7,60,33.5266666666667,0.386539039915157,0.0499019754750135
"KO","Morphine Day 6","light",7,1071184,6,60,33.2881666666667,0.358719434612012,0.0463104798737754
"KO","Morphine Day 6","light",7,1105705,6,60,33.7803333333333,0.393850899546321,0.0508459324943904
"KO","Morphine Day 6","light",7,1110163,6,60,33.7813333333333,0.274235248922185,0.0354036184006222
"KO","Morphine Day 6","light",7,1110165,6,60,33.5268333333333,0.214937844122803,0.027748356358578
"KO","Morphine Day 6","light",7,1110169,6,60,33.5618333333333,0.179608724134745,0.0231873865802476
"KO","Morphine Day 6","light",8,53375,6,60,33.494,0.125943220997615,0.0162591999163828
"KO","Morphine Day 6","light",8,1011099,7,60,33.978,0.50481008343632,0.0651707015382147
"KO","Morphine Day 6","light",8,1071184,6,60,33.341,0.420269082487536,0.0542565052466699
"KO","Morphine Day 6","light",8,1105705,6,58,33.7605172413793,0.304154983657156,0.0399375059405283
"KO","Morphine Day 6","light",8,1110163,6,60,33.5508333333333,0.109719081458779,0.0141646725083676
"KO","Morphine Day 6","light",8,1110165,6,60,33.3881666666667,0.213759659642308,0.0275962533961875
"KO","Morphine Day 6","light",8,1110169,6,60,33.8373333333333,0.287035500471759,0.0370561237699145
"KO","Morphine Day 6","light",9,53375,6,60,33.6978333333333,0.230754779715571,0.0297903139632056
"KO","Morphine Day 6","light",9,1011099,7,60,33.569,0.41801670552945,0.053965724631735
"KO","Morphine Day 6","light",9,1071184,6,60,33.5248333333333,0.243160626737719,0.0313919019269514
"KO","Morphine Day 6","light",9,1105705,6,60,34.2288333333333,0.310210926965894,0.0400480584650158
"KO","Morphine Day 6","light",9,1110163,6,60,33.4728333333333,0.362968419351227,0.0468590214448844
"KO","Morphine Day 6","light",9,1110165,6,60,33.617,0.307765594270947,0.0397323673715669
"KO","Morphine Day 6","light",9,1110169,6,60,33.3433333333333,0.19893501763877,0.0256824003430812
"KO","Morphine Day 6","light",10,53375,6,60,34.114,0.615280561607081,0.0794323789449791
"KO","Morphine Day 6","light",10,1011099,7,60,33.5733333333333,0.256704450957211,0.0331404021151532
"KO","Morphine Day 6","light",10,1071184,6,60,33.5595,0.4281312368097,0.0552715050051717
"KO","Morphine Day 6","light",10,1105705,6,60,33.7913333333333,0.135339706509923,0.0174722809797844
"KO","Morphine Day 6","light",10,1110163,6,60,33.5995,0.326239098135926,0.0421172864654056
"KO","Morphine Day 6","light",10,1110165,6,60,33.7746666666667,0.399561058598086,0.0515831108581131
"KO","Morphine Day 6","light",10,1110169,6,60,33.7713333333333,0.423554237483696,0.0546806169329979
"KO","Morphine Day 6","light",11,53375,6,60,33.9693333333333,0.356222491256288,0.0459881258726706
"KO","Morphine Day 6","light",11,1011099,7,60,35.0505,0.877445106690007,0.11327767618072
"KO","Morphine Day 6","light",11,1071184,6,60,33.1218333333333,0.206450976383542,0.0266527064447239
"KO","Morphine Day 6","light",11,1105705,6,60,33.725,0.264020415235294,0.0340848890421686
"KO","Morphine Day 6","light",11,1110163,6,60,33.637,0.393503601947635,0.0508010965671941
"KO","Morphine Day 6","light",11,1110165,6,60,33.429,0.1800348365536,0.0232423974569755
"KO","Morphine Day 6","light",11,1110169,6,60,33.6596666666667,0.501353985931138,0.0647245212688668
"KO","Morphine Day 6","dark",12,53375,6,60,33.9123333333333,0.205668539214433,0.0265516942405436
"KO","Morphine Day 6","dark",12,1011099,7,60,36.0601666666667,0.416382694192013,0.0537547746751547
"KO","Morphine Day 6","dark",12,1071184,6,60,33.3413333333333,0.352205961829186,0.0454695941533135
"KO","Morphine Day 6","dark",12,1105705,6,60,33.9815,0.32241054468183,0.0416230223398129
"KO","Morphine Day 6","dark",12,1110163,6,60,33.5273333333333,0.161548299611431,0.0208557958001066
"KO","Morphine Day 6","dark",12,1110165,6,60,33.7641666666667,0.14770896334721,0.0190691451709768
"KO","Morphine Day 6","dark",12,1110169,6,60,33.7305,0.24056730267982,0.0310571052306994
"KO","Morphine Day 6","dark",13,53375,6,59,35.5776271186441,0.544116934006459,0.0708379910845257
"KO","Morphine Day 6","dark",13,1011099,7,60,35.606,0.266713837635847,0.0344326083788901
"KO","Morphine Day 6","dark",13,1071184,6,60,34.5823333333333,0.441462771398759,0.0569925987199322
"KO","Morphine Day 6","dark",13,1105705,6,60,34.6471666666667,0.372226883912681,0.0480542840801498
"KO","Morphine Day 6","dark",13,1110163,6,60,34.489,0.332176693842604,0.0428838267750216
"KO","Morphine Day 6","dark",13,1110165,6,60,34.377,0.495800328864044,0.0640075472244868
"KO","Morphine Day 6","dark",13,1110169,6,60,34.3331666666667,0.356244496438805,0.045990966729518
"KO","Morphine Day 6","dark",14,53375,6,60,35.7473333333333,0.493427537195967,0.0637012211373373
"KO","Morphine Day 6","dark",14,1011099,7,60,35.4175,0.321161161296667,0.0414617276383542
"KO","Morphine Day 6","dark",14,1071184,6,60,34.52,0.221604319850204,0.0286089946742487
"KO","Morphine Day 6","dark",14,1105705,6,60,35.1521666666667,0.218159416650867,0.0281642595835711
"KO","Morphine Day 6","dark",14,1110163,6,60,34.841,0.33199806003109,0.0428607652491194
"KO","Morphine Day 6","dark",14,1110165,6,60,34.527,0.242321400245519,0.0312835582526852
"KO","Morphine Day 6","dark",14,1110169,6,60,34.4345,0.253607363684997,0.0327405698675853
"KO","Morphine Day 6","dark",15,53375,6,59,36.5433898305085,0.424912202572247,0.0553188569153441
"KO","Morphine Day 6","dark",15,1011099,7,60,35.7788333333333,0.230615180727378,0.0297722918113249
"KO","Morphine Day 6","dark",15,1071184,6,60,34.5888333333333,0.233064271827022,0.0300884681127338
"KO","Morphine Day 6","dark",15,1105705,6,60,35.0411666666667,0.202342985091698,0.0261223670494014
"KO","Morphine Day 6","dark",15,1110163,6,60,35.0328333333333,0.346112020989515,0.0446828697738194
"KO","Morphine Day 6","dark",15,1110165,6,60,34.5996666666667,0.208667821877274,0.0269388999673353
"KO","Morphine Day 6","dark",15,1110169,6,60,34.8996666666667,0.243595710258816,0.0314480709679987
"KO","Morphine Day 6","dark",16,53375,6,59,35.8338983050847,0.434947547171129,0.0566253474999898
"KO","Morphine Day 6","dark",16,1011099,7,60,35.5503333333333,0.421132318135917,0.054367948489671
"KO","Morphine Day 6","dark",16,1071184,6,60,34.8168333333333,0.239409525507977,0.0309076368405272
"KO","Morphine Day 6","dark",16,1105705,6,60,34.7938333333333,0.082361165496373,0.0106327807447229
"KO","Morphine Day 6","dark",16,1110163,6,60,35.1623333333333,0.2483325181043,0.0320595902313236
"KO","Morphine Day 6","dark",16,1110165,6,60,35.0281666666667,0.211848136098389,0.0273494767678047
"KO","Morphine Day 6","dark",16,1110169,6,60,34.8595,0.26492995556549,0.0342023101938871
"KO","Morphine Day 6","dark",17,53375,6,60,35.6858333333333,0.282412678369712,0.0364593200027909
"KO","Morphine Day 6","dark",17,1011099,7,60,35.3696666666667,0.382108187123315,0.0493299548392702
"KO","Morphine Day 6","dark",17,1071184,6,60,35.1415,0.107543054050814,0.0138837485779695
"KO","Morphine Day 6","dark",17,1105705,6,60,35.1578333333333,0.202803166380077,0.0261817761982724
"KO","Morphine Day 6","dark",17,1110163,6,60,34.8756666666667,0.201816888533084,0.0260544482757344
"KO","Morphine Day 6","dark",17,1110165,6,60,34.749,0.239990819033435,0.0309826815119724
"KO","Morphine Day 6","dark",17,1110169,6,60,34.9958333333333,0.223199323146616,0.028814908714387
"KO","Morphine Day 6","dark",18,53375,6,60,35.6695,0.13172165053756,0.0170051919622307
"KO","Morphine Day 6","dark",18,1011099,7,60,35.395,0.203740446380991,0.0263027785260814
"KO","Morphine Day 6","dark",18,1071184,6,60,35.403,0.193909816536328,0.0250336496703778
"KO","Morphine Day 6","dark",18,1105705,6,60,35.3408333333333,0.115630792724035,0.014927871150965
"KO","Morphine Day 6","dark",18,1110163,6,60,35.356,0.303081350605321,0.039127634114682
"KO","Morphine Day 6","dark",18,1110165,6,60,34.8321666666667,0.247441769672243,0.0319445951032229
"KO","Morphine Day 6","dark",18,1110169,6,60,35.005,0.259905458691477,0.033553650436683
"KO","Morphine Day 6","dark",19,53375,6,60,35.6986666666667,0.182398954303673,0.0235476037461258
"KO","Morphine Day 6","dark",19,1011099,7,60,35.8426666666667,0.375774304182199,0.0485122540676779
"KO","Morphine Day 6","dark",19,1071184,6,60,35.4206666666667,0.177667244357293,0.0229367426187453
"KO","Morphine Day 6","dark",19,1105705,6,60,35.298,0.12005366031876,0.0154988609021933
"KO","Morphine Day 6","dark",19,1110163,6,60,35.341,0.249865726653201,0.032257526603862
"KO","Morphine Day 6","dark",19,1110165,6,60,34.9233333333333,0.261486407377014,0.0337577500343595
"KO","Morphine Day 6","dark",19,1110169,6,60,34.8905,0.431714850178224,0.0557341475016898
"KO","Morphine Day 6","dark",20,53375,6,60,36.2833333333333,0.485018492279529,0.0626156181067082
"KO","Morphine Day 6","dark",20,1011099,7,60,35.9153333333333,0.415975336078942,0.0537021849688925
"KO","Morphine Day 6","dark",20,1071184,6,60,35.3433333333333,0.153883806778688,0.0198663140301619
"KO","Morphine Day 6","dark",20,1105705,6,60,35.5226666666667,0.144208731330978,0.0186172671607526
"KO","Morphine Day 6","dark",20,1110163,6,60,35.0538333333333,0.170920654271206,0.0220657615838419
"KO","Morphine Day 6","dark",20,1110165,6,60,35.3463333333333,0.107387570954371,0.0138636757965316
"KO","Morphine Day 6","dark",20,1110169,6,60,34.8118333333333,0.499801627314944,0.0645241126332715
"KO","Morphine Day 6","dark",21,53375,6,57,36.7743859649123,0.52811327770206,0.0699503124512055
"KO","Morphine Day 6","dark",21,1011099,7,60,35.4966666666667,0.403285938290189,0.0520639907585845
"KO","Morphine Day 6","dark",21,1071184,6,60,35.4341666666667,0.296672459157568,0.038300249786522
"KO","Morphine Day 6","dark",21,1105705,6,60,35.3995,0.151068791154947,0.0195028970758265
"KO","Morphine Day 6","dark",21,1110163,6,60,35.3306666666667,0.268163033301345,0.0346196987348192
"KO","Morphine Day 6","dark",21,1110165,6,60,35.4163333333333,0.0862979990079049,0.0111410237656213
"KO","Morphine Day 6","dark",21,1110169,6,60,34.4405,0.372292144260346,0.0480627091548056
"KO","Morphine Day 6","dark",22,53375,6,60,36.5625,0.53341123195231,0.068863093934376
"KO","Morphine Day 6","dark",22,1011099,7,60,34.75,0.441668638733472,0.0570191760785612
"KO","Morphine Day 6","dark",22,1071184,6,60,35.2445,0.282017098892597,0.0364082509118919
"KO","Morphine Day 6","dark",22,1105705,6,60,35.6146666666667,0.132862445327982,0.0171524679363889
"KO","Morphine Day 6","dark",22,1110163,6,60,34.706,0.407244564841841,0.0525750472488645
"KO","Morphine Day 6","dark",22,1110165,6,60,35.4115,0.107732012144385,0.013908142962954
"KO","Morphine Day 6","dark",22,1110169,6,60,34.7751666666667,0.375750059673492,0.0485091241150626
"KO","Morphine Day 6","dark",23,53375,6,59,35.6859322033898,0.645095872703852,0.0839843291455386
"KO","Morphine Day 6","dark",23,1011099,7,60,34.5448333333333,0.57863220268898,0.0747010961531245
"KO","Morphine Day 6","dark",23,1071184,6,60,34.364,0.301398997895155,0.038910443313718
"KO","Morphine Day 6","dark",23,1105705,6,60,35.1921666666667,0.292656399830214,0.0377817787567813
"KO","Morphine Day 6","dark",23,1110163,6,60,34.3761666666667,0.257261271049338,0.0332122872799412
"KO","Morphine Day 6","dark",23,1110165,6,60,34.9831666666667,0.460027602954677,0.0593893081679727
"KO","Morphine Day 6","dark",23,1110169,6,60,34.1035,0.416481732970733,0.0537675605265085
"KO","Morphine Day 10","light",0,53375,6,60,34.9756666666667,0.762841180500022,0.0984823729292597
"KO","Morphine Day 10","light",0,1011099,7,60,34.1436666666667,0.274182709506071,0.035396835591168
"KO","Morphine Day 10","light",0,1071184,6,60,33.7523333333333,0.567621760749917,0.0732796542109787
"KO","Morphine Day 10","light",0,1105705,6,60,34.7073333333333,0.181302880460507,0.0234061012214326
"KO","Morphine Day 10","light",0,1110163,6,60,34.1641666666667,0.202671075814363,0.0261647233795656
"KO","Morphine Day 10","light",0,1110165,6,60,34.7758333333333,0.483873115692942,0.0624677506252086
"KO","Morphine Day 10","light",0,1110169,6,60,33.6298333333333,0.539458270850212,0.069643763299224
"KO","Morphine Day 10","light",1,53375,6,58,35.0460344827586,0.517771675125251,0.0679867516964999
"KO","Morphine Day 10","light",1,1011099,7,60,33.8281666666667,0.272897147488471,0.0352308702483453
"KO","Morphine Day 10","light",1,1071184,6,60,34.5475,0.866652678070506,0.111884379637104
"KO","Morphine Day 10","light",1,1105705,6,60,34.376,0.533219196826602,0.0688383023062508
"KO","Morphine Day 10","light",1,1110163,6,60,34.2678333333333,0.496759300124202,0.0641313498818229
"KO","Morphine Day 10","light",1,1110165,6,60,34.3691666666667,0.628418223221475,0.0811284437663343
"KO","Morphine Day 10","light",1,1110169,6,60,33.9193333333333,0.389026889692672,0.0502231555002197
"KO","Morphine Day 10","light",2,53375,6,60,34.4201666666667,0.371056629908253,0.0479032049378171
"KO","Morphine Day 10","light",2,1011099,7,60,33.7998333333333,0.132581815695469,0.0171162388066164
"KO","Morphine Day 10","light",2,1071184,6,60,32.9931666666667,0.219347968017591,0.028317700905219
"KO","Morphine Day 10","light",2,1105705,6,60,34.2661666666667,0.120114234704014,0.0155066810217032
"KO","Morphine Day 10","light",2,1110163,6,60,33.7013333333333,0.255266339251383,0.0329547426922647
"KO","Morphine Day 10","light",2,1110165,6,60,33.9641666666667,0.224803429513217,0.0290219979558334
"KO","Morphine Day 10","light",2,1110169,6,60,33.373,0.21602965898071,0.0278893090506386
"KO","Morphine Day 10","light",3,53375,6,60,34.195,0.72999071273405,0.0942413957768353
"KO","Morphine Day 10","light",3,1011099,7,60,34.1081666666667,0.325818352567894,0.0420629684461396
"KO","Morphine Day 10","light",3,1071184,6,60,33.9651666666667,0.553584595120567,0.0714674639206311
"KO","Morphine Day 10","light",3,1105705,6,60,33.9633333333333,0.256559152769993,0.0331216441998423
"KO","Morphine Day 10","light",3,1110163,6,60,34.061,0.438056957832067,0.0565529100791293
"KO","Morphine Day 10","light",3,1110165,6,60,34.0071666666667,0.427955690984859,0.0552488421366349
"KO","Morphine Day 10","light",3,1110169,6,60,33.5818333333333,0.415078067669067,0.0535863481152751
"KO","Morphine Day 10","light",4,53375,6,60,34.4035,0.383873323915012,0.0495578330192042
"KO","Morphine Day 10","light",4,1011099,7,60,33.5753333333333,0.220695869165389,0.0284917141951441
"KO","Morphine Day 10","light",4,1071184,6,60,33.6833333333333,0.47216295185809,0.0609559749747505
"KO","Morphine Day 10","light",4,1105705,6,60,34.6261666666667,0.336523057696768,0.0434449399358126
"KO","Morphine Day 10","light",4,1110163,6,60,34.0203333333333,0.335336747856952,0.0432917879940444
"KO","Morphine Day 10","light",4,1110165,6,60,33.816,0.551051998530761,0.0711405071067984
"KO","Morphine Day 10","light",4,1110169,6,60,33.4198333333333,0.47128562596682,0.0608427126892144
"KO","Morphine Day 10","light",5,53375,6,60,33.9546666666667,0.377433198339838,0.0487264163825331
"KO","Morphine Day 10","light",5,1011099,7,60,33.9861666666667,0.221788505660095,0.0286327729600592
"KO","Morphine Day 10","light",5,1071184,6,60,33.5568333333333,0.341166948876426,0.0440444637091598
"KO","Morphine Day 10","light",5,1105705,6,60,33.7438333333333,0.233289604457684,0.0301175584302642
"KO","Morphine Day 10","light",5,1110163,6,60,33.6163333333333,0.248377560237189,0.0320654051456754
"KO","Morphine Day 10","light",5,1110165,6,60,33.209,0.108965863104157,0.0140674324369173
"KO","Morphine Day 10","light",5,1110169,6,60,33.5583333333333,0.386821759272055,0.0499384743870441
"KO","Morphine Day 10","light",6,53375,6,60,33.9105,0.240665919369076,0.0310698365905376
"KO","Morphine Day 10","light",6,1011099,7,60,34.2788333333333,0.304247288285991,0.0392781560220136
"KO","Morphine Day 10","light",6,1071184,6,60,32.9806666666667,0.227513208159451,0.0293718288747925
"KO","Morphine Day 10","light",6,1105705,6,60,33.6965,0.218987074922359,0.0282711098069658
"KO","Morphine Day 10","light",6,1110163,6,60,33.3585,0.330555900552131,0.0426745832609666
"KO","Morphine Day 10","light",6,1110165,6,60,33.2628333333333,0.433277191061087,0.0559358448423706
"KO","Morphine Day 10","light",6,1110169,6,60,32.8191666666667,0.108006460363378,0.0139435740756724
"KO","Morphine Day 10","light",7,53375,6,60,33.4283333333333,0.0736037643350785,0.00950220511626448
"KO","Morphine Day 10","light",7,1011099,7,60,33.4363333333333,0.291413659432695,0.0376213416613396
"KO","Morphine Day 10","light",7,1071184,6,60,33.0695,0.187394490087767,0.0241925246426984
"KO","Morphine Day 10","light",7,1105705,6,60,33.5228333333333,0.0650447477436848,0.00839724082565179
"KO","Morphine Day 10","light",7,1110163,6,60,33.1045,0.397579221398875,0.0513272567758651
"KO","Morphine Day 10","light",7,1110165,6,60,32.7825,0.313982753493764,0.0405349991759232
"KO","Morphine Day 10","light",7,1110169,6,60,33.4935,0.385217636043113,0.0497313829686788
"KO","Morphine Day 10","light",8,53375,6,60,33.5273333333333,0.381872579097618,0.049299537973945
